#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-12T04:05:11 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36781 
#INFO MaxTuples=50000 
#INFO queryParameters=9 
#-oc.form=D.
#-source=I/311/hip2
#-c=Canopus,rd=40,eq=J2000
#-out=RArad
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=095.987958-52.695661,rd=40. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    RArad (deg)   (F12.8) Right Ascension in ICRS, Ep=1991.25 [ucd=pos.eq.ra;meta.main]
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
130.01629711 -23.20844869    -7.28     8.83  8.1259  1.190
130.02556915 -35.30830087     9.84   -20.80  4.1264  0.936
130.03074643 -32.27360811   -20.06    14.21  8.4474  1.121
130.03484816 -51.94158295   -13.89    10.14  7.4249 -0.114
130.03988438 -67.53047450   -10.87    11.40  8.1281 -0.081
130.04328778 -45.61581638   -14.94    15.13  8.6459 -0.019
130.04961222 -28.41454252   -14.66     1.28  8.2420  0.068
130.05212772 -48.44616153    -8.44     6.68  7.8224  1.370
130.07217420 -71.87728586   106.35    61.53  7.9102  0.665
130.07337452 -32.16531381    -8.99     4.01  8.1273  0.038
130.07287043 -53.01545410   -25.35    23.21  5.5180 -0.125
130.07337150 -52.92197266   -24.42    34.44  3.5371 -0.168
130.07770706 -79.67389078   143.03   -61.92  8.2121  0.578
130.08007159 -40.26389349   -56.09     8.39  5.1869 -0.027
130.08058538 -73.77339541    -1.01     7.92 11.5187  0.000
130.08776161 -42.35319595    -1.04     4.93  7.8556  0.744
130.08804856 -42.38928076   -33.83    34.54  6.9044  0.160
130.09101818 -66.78567408   -30.38    47.62  9.6492  0.493
130.09514926 -58.37548919    -0.42     8.68  8.7517  1.535
130.10207298 -27.88806655    -9.67    -1.64  9.2132  0.684
130.11197553 -27.25786602     3.21    -7.15  8.1573  0.082
130.11902921 -67.82032989    -4.84   -14.07  8.0793  1.150
130.13606141 -41.07041174   -13.75    12.04  8.2075 -0.019
130.14690220 -45.19111452     2.41     4.64  5.7589  1.664
130.15431359 -59.76101479    -6.63     5.32  4.2809 -0.117
130.15656380 -46.64875494    -6.05     4.66  3.9290  0.670
130.15630346 -54.10937355    -0.14    -5.99  8.9178  0.076
130.16560882 -36.06844893    -8.55     9.06  8.9198  0.056
130.18146417 -57.54553195   -23.75    17.43  6.4038  0.208
130.18284947 -24.11508189    -8.67    17.04  9.0413  1.124
130.18727756 -61.69938703    -9.66    14.05  8.2004  0.287
130.18894807 -51.03749393   -31.34    28.48  8.2753  0.650
130.19915770 -45.05841331    -7.21     5.66  7.6019  0.177
130.19943406 -56.16754360   -14.80    23.85  8.0097  0.229
130.21012234 -54.54196344    31.02     5.05  8.9328  0.485
130.22251776 -48.22551408    -4.54     2.85  6.8989 -0.148
130.24074006 -46.24131445    61.09  -220.10 10.6030  1.360
130.24136402 -50.00531029    -7.82     1.63  9.4575  0.106
130.25658592 -48.06750065    -8.66     8.16  7.7177 -0.092
130.26487331 -64.33486566   -30.29    19.35  7.7457  0.053
130.26656522 -38.39774640   -12.19    18.57  9.0730  1.347
130.26964465 -66.81633253   -21.71     4.67  6.6839 -0.088
130.27218436 -48.92268897    -4.32     3.79  5.8298 -0.186
130.27724977 -34.37567911    -9.74   -60.03 11.3809  1.660
130.28318519 -64.60247305     1.21    35.17  8.3721  1.550
130.28371640 -23.88974502     4.50   -38.91  9.7665  0.563
130.28443181 -32.20082836    -3.15    -4.31 10.7594  0.357
130.29179175 -57.47843637    -1.19    -8.86  8.3541  0.509
130.30475063 -47.31714120    -9.90     7.49  4.8052  0.137
130.30657712 -27.44095238   -19.12    13.91  8.4849  1.238
130.30758332 -30.08543861    -6.21     5.73  9.1438 -0.076
130.32551768 -33.23834743   -16.25    -3.45  8.1016  1.018
130.33167288 -78.96342632   -28.89    27.21  5.4346 -0.101
130.33898293 -35.95440186   -55.92    43.46  8.0141  0.378
130.34074161 -31.40561902    -3.95    -7.36  9.2006  1.096
130.34337021 -66.26476487     6.09    13.58  8.7875  1.724
130.34451930 -23.00423493    -2.44     0.21  9.8844  1.323
130.34714920 -72.58891467   -77.39    77.30  7.1638  0.428
130.35593741 -59.83695821    95.21  -114.40  9.3865  0.484
130.38539858 -73.61461559    -6.74     7.91  7.0105 -0.001
130.38672147 -68.42824311  -114.57   163.44 11.1189  1.390
130.38811514 -41.23745623   -11.72     1.64  8.5368  1.432
130.39547723 -44.99193800   -12.36     9.55  6.6652 -0.106
130.39749918 -42.59249322   -36.58   -30.55  8.8400  0.580
130.43703181 -57.17161951    -4.73     6.70  9.2654  0.951
130.44790526 -25.67623751   -41.68    17.05  9.3295  0.416
130.46558895 -59.85577062   -38.52    44.55  8.3256  1.250
130.48714007 -45.41072578    -5.21     4.92  5.2752  0.171
130.49378653 -50.80950561   -31.37    15.92  9.0869  0.873
130.50042914 -42.59769795   -12.63     9.09  8.3825 -0.019
130.50395026 -41.82996444   -23.31     0.60  8.8599  0.013
130.51751037 -74.60925176   -11.59     9.28  7.4173 -0.028
130.52769429 -52.75648255   -49.00    36.71  7.9582  0.661
130.53221243 -42.92922591  -269.82   -86.99  8.2543  0.904
130.53149732 -48.24467498    -5.12     4.60  8.2086 -0.073
130.54158750 -52.96773881   -25.62    23.28  7.3876  0.015
130.55148945 -54.15379411   -10.44     0.48  8.7306  0.211
130.55246667 -32.23135131   -11.99     3.08  7.3009 -0.024
130.51853542 -89.46050206    16.76   -13.97  7.2552  1.712
130.56018519 -68.86035810   184.76   -49.18 11.3183  0.000
130.56748990 -48.09909893    -4.42     3.46  5.4183 -0.172
130.57600614 -53.90232612   -24.16    24.03  9.4390  0.435
130.57922921 -53.10011493   -23.61    24.25  5.4480 -0.127
130.58708024 -55.77465780   -73.96    41.62  6.4198  1.178
130.59225719 -55.72492255   -14.12     9.55  9.1255  0.492
130.59400144 -46.57936054    -5.26     3.87  7.8646 -0.021
130.59463081 -40.56424461   -21.50    19.99  9.2508  0.150
130.59954335 -65.23830535   -13.27    16.09  8.3813  0.428
130.60587668 -53.11404061   -24.83    23.21  4.7789 -0.173
130.60695537 -71.11328024    62.04  -108.86 10.4894  1.044
130.61797469 -47.52120913   -10.86   -44.58  6.7983  0.232
130.62176244 -59.52733656    -3.23     9.59  7.8776  0.060
130.62766157 -32.34224190   -24.17    -5.40 10.1778  0.407
130.63350715 -26.31224139    -5.06     4.10  8.4950  1.626
130.63815046 -24.21183144    -9.35     2.17  8.1180  1.028
130.64516981 -48.16359968    -3.48     3.01  7.1956 -0.161
130.65804060 -37.38284083    21.79   -34.97  7.7806  1.515
130.66321432 -34.52754025   -17.45   -83.22  9.8439  0.741
130.68099174 -47.24025597   -19.55   -19.68  8.5674  1.140
130.68726729 -57.20258444     0.02   -24.02  8.9635  0.348
130.69176860 -34.69750325    36.14   -30.21  9.5113  0.622
130.69249957 -25.87781341    -3.89     3.36  8.1288  0.149
130.69770806 -46.80747057   -95.06    84.71  6.9834  0.274
130.69998778 -57.57758157   -15.63    35.03  8.7613  1.357
130.69998700 -34.73406785     0.92     3.74  8.4116  1.682
130.70105870 -24.43915177    -9.94     4.31  8.1513  0.090
130.70119703 -36.51369515   -56.14    71.14  8.7535  0.500
130.72016764 -51.66799213    -0.35    -4.57  9.2786  0.038
130.72187904 -53.75022188   -15.63     7.79  8.1807  0.205
130.72578028 -45.46366294   -24.87    17.03  8.3272  1.190
130.73235060 -41.15859764   -24.34     3.16  9.1713  1.082
130.73607302 -77.11781145    -4.69     9.77  8.0494  0.031
130.73752740 -35.94334982   -10.42    20.66  6.4348  0.019
130.76642722 -29.52435924    -8.37     2.56  7.9228  0.017
130.76810309 -48.18434500    -6.04     4.50  8.8844 -0.050
130.77869860 -45.56175837    -8.53     5.08  6.9955  1.510
130.77944999 -47.09025931    -4.69    15.60  8.8526  1.010
130.78577302 -43.31384888   -22.86    16.01  8.6435  0.213
130.80128686 -79.07014989   -30.46    27.92  6.1158  0.229
130.80216172 -63.23353600   -44.22    75.17  9.4350  0.592
130.80694308 -50.12695900   -84.24   215.68 11.4065  1.016
130.80884203 -34.07209128   -16.27    17.25  8.5577  1.446
130.80968543 -28.68090404    -8.32    10.39  8.6565  0.968
130.81766628 -39.13696290    -0.30   -62.40  7.8505  0.471
130.82606637 -38.88320778  -300.84   339.75  6.7217  0.917
130.84220676 -52.20890369   -24.38    22.03  7.9498  1.080
130.85519440 -27.80475587    -0.39     0.29  8.6562 -0.044
130.87505396 -61.68864397   100.15   -67.11  6.8172 -0.111
130.87931018 -67.85226799     5.95     4.99  9.1728  1.048
130.88433577 -39.59992435    -6.64    -0.51  7.8955  1.550
130.88686531 -52.00385194   -27.44    26.04  7.9002  0.097
130.89557670 -24.52758958    -7.81     5.35  8.9228  0.008
130.89811459 -33.18641140   -14.27    10.43  3.6188 -0.180
130.89919343 -53.52459649   -11.01   -17.57  7.8000  0.191
130.90167751 -77.04954224   -21.50     3.96  8.1076  0.031
130.91122543 -47.40312291    -6.73     4.07  8.5132  0.790
130.91781669 -49.82281049    -2.44     3.30  5.0793 -0.197
130.92142481 -67.41495648     8.39   -23.24  9.5596  0.403
130.92433890 -45.13623213   -24.19    31.51  8.7959  1.047
130.94253055 -71.82602213    -2.89     0.63  8.4292  0.814
130.94295857 -26.64959513   -21.98    14.16  8.4483  0.600
130.94758947 -33.45409334   -46.99    16.55  8.9732  0.218
130.96942161 -46.49948643   -79.67    52.09  8.9902  0.640
130.97111835 -59.58734088   -13.43     5.62  8.2010  0.032
130.97635864 -68.21164572     1.52    26.05  6.4560  1.501
131.00046588 -71.75293804   -31.54    35.21  9.5312  0.594
131.00335420 -38.77946141    -1.58    53.00  7.1523  0.982
131.00398135 -74.30242886    -2.43    10.19  7.9267  0.035
131.00433170 -33.45280683   -19.66    15.57  8.5793  0.180
131.01034794 -30.23982163   -17.51    14.95  8.1351  0.418
131.01508464 -44.63376217    22.23   -31.56  8.4770  0.969
131.04049293 -47.11612557    -9.37     8.46  7.2033 -0.111
131.04510877 -28.19305621  -115.32   -15.95  9.4129  0.632
131.05396807 -24.96554977    -7.08     2.55  9.4473 -0.056
131.07798149 -37.52683783   -23.19   -14.47  6.9251  1.404
131.09582666 -44.47278713   140.60   108.99 10.6884  1.432
131.09985837 -42.64932344   -23.29    18.71  4.2097  0.874
131.09993184 -57.76929837    60.31    76.14  8.2340  0.593
131.10625879 -62.52474997  -103.04   -59.45  8.2725  0.625
131.11650582 -43.73927476     5.84     2.68  8.7271  0.960
131.11647750 -32.02097265   -28.26    19.05  7.4586  1.560
131.12519988 -65.82568204   -63.34   103.33  6.0927  0.217
131.13150430 -47.98595067    -6.68     4.71  7.8018  1.720
131.14185475 -37.96462045    -0.77    12.41  8.2905  1.001
131.16570098 -65.69618383    -1.50     6.09  7.7915  1.198
131.16803893 -41.27722578    -5.68     2.96  7.4176  0.324
131.16846079 -36.17184866    -3.69   -19.76  8.2498  0.293
131.17269379 -23.78831355    43.86   -40.69  6.8795  1.263
131.17582214 -54.70856805    28.99  -103.35  1.9511  0.043
131.17627218 -48.67124556   -83.24  -120.03  8.3244  0.763
131.17817879 -74.78805985    -4.40    10.28  6.8217  1.220
131.18738265 -42.63386132     2.03  -287.78  7.3371  0.743
131.21218294 -44.54292406  -194.56   134.31  6.6818  0.567
131.21638725 -37.14725986    -8.47     4.42  5.6902 -0.139
131.21892005 -41.40793629    15.01    -4.49  9.0545  0.601
131.22280187 -46.34299407    -2.46     3.23  8.5027  0.750
131.23290490 -50.56005017    -5.89     4.42  9.7988  1.212
131.25306609 -30.97809346    -8.04     7.49  7.1784  0.036
131.25845545 -41.51619841    -8.66     5.81  8.7268 -0.070
131.25899235 -23.35194015    -4.34     3.26  9.3879 -0.036
131.27312769 -58.72431962    -8.86     2.91  6.1769 -0.083
131.28670167 -32.24906570    59.91   -81.11  6.9721  0.325
131.29303805 -41.42723504   -12.85     7.52  8.7706 -0.054
131.29895145 -49.35614818    -5.07     5.16  8.1688 -0.056
131.30502966 -41.87896819   -22.03     6.75  8.1339  1.161
131.31298614 -49.57861162    12.55   -37.21  8.2212  1.134
131.32180321 -76.82689767    -7.34     4.10  9.0173  1.405
131.34057624 -25.97602554    -6.20     2.66  9.1901  0.265
131.35308172 -60.61857644    -8.66    17.77  9.5178  0.370
131.36782652 -58.45770674    -2.47    -2.13  8.8397  1.640
131.37040329 -57.64805126     1.93     0.81  8.6938  1.098
131.37539136 -50.75256165    -1.29     2.39  8.5208  1.293
131.37795394 -28.20079193    -7.83     5.98  9.0571  2.100
131.38576605 -39.75232783   -98.83    33.12  8.3708  0.604
131.39046176 -48.81526333    -5.71     3.31 10.6773  0.290
131.39476558 -43.32914465     3.29    -8.52  8.3371  1.060
131.40889445 -77.07527667    -3.42   -15.81  6.8773  0.059
131.40971509 -55.22348604   -49.43    -3.35  8.3692  1.079
131.43177664 -52.97170705   -12.20     2.31  7.6230 -0.087
131.43312829 -55.85500257   -69.50   106.33  6.8420  0.299
131.43915752 -35.28411414    -5.50     2.26  9.6686 -0.028
131.44751442 -40.61558919    -5.26     3.93  7.2300 -0.038
131.44789889 -44.24802766    -9.91     6.32  6.6703 -0.088
131.45152499 -35.60031721    -2.25     3.60  9.5909  1.440
131.45149124 -36.74300356   -10.03     6.98  7.4032 -0.140
131.45535804 -66.37331894   -15.86    23.42  8.8891  1.010
131.45541393 -25.38810656   -25.40     6.78  6.1040  0.084
131.45728354 -27.85658199   -13.66     6.32  8.4795  0.217
131.46296910 -37.87733720    -7.89     8.33  6.8898  0.041
131.47303237 -75.89609992   -45.82    16.44  8.8631  0.492
131.47399107 -56.11207395   -21.79   -21.20  8.1657  0.997
131.47673086 -42.33780254   -11.42    -3.37  8.2424  0.030
131.47968920 -47.57621025    -7.30     5.09  8.8656  0.054
131.48014407 -79.50457018   -25.86    81.39  5.8947  1.595
131.48595320 -32.16385072   -18.58     9.39  7.0031  1.149
131.49280411 -54.96040812   -15.35     9.37  7.1403  0.837
131.49622010 -48.68708466     0.89   -11.42  7.6245  1.163
131.50567739 -72.95871152     4.61   -29.63  8.9370  0.608
131.50689453 -46.04153923   -12.82     4.23  3.9006  0.015
131.50820287 -78.86014441    -2.23    13.95  9.2021  0.595
131.51722741 -43.75117168    -7.94     6.34  7.9019 -0.060
131.52107353 -37.01494236    -7.62     9.15  8.0336  1.205
131.53687288 -47.39536695   -61.80    15.79  8.1973  0.430
131.54056055 -24.67844594     4.04    -9.56  8.7089  1.369
131.54201009 -26.61280171    -7.26     3.93  7.2475  1.321
131.56641821 -31.47155089   -17.64    14.81  8.4494  1.043
131.57372765 -42.75869647   -11.10     6.73  8.7006 -0.059
131.57931324 -67.99297004   136.52  -167.97 10.1207  0.807
131.58089674 -47.54989555    -7.92     6.54  6.9381  0.255
131.58233970 -40.39660119   -12.17     6.46  7.9401 -0.096
131.59024499 -33.90208147   -40.16    22.98  7.3497  1.050
131.59114695 -52.52366137    -6.89     2.31  8.5493  1.348
131.59170316 -38.30537782   -21.38   -21.84  9.0960  1.075
131.59438457 -47.90912655   -23.18    53.05  8.3460  0.970
131.59666549 -52.84376330   -20.23    18.30  7.7544  0.180
131.59905680 -41.12540278   -20.55     4.94  6.1979 -0.050
131.61146799 -26.62777095    -7.79    18.02  8.1319  0.972
131.62346659 -31.35067706   -77.31   -44.89  9.3975  0.617
131.62701943 -32.84078537   -13.99     7.99  8.8421  0.040
131.62729638 -45.91251651    -5.27     4.13  5.5200  0.238
131.63041738 -52.87820809    -4.55     5.67  8.3688  1.214
131.63795778 -42.56628111   -11.58     7.01  7.0541 -0.115
131.64348074 -42.79063196   -12.59     8.20  8.6885 -0.057
131.64567429 -29.75834535    -6.16     2.31  7.7767  1.439
131.65038343 -81.12327100    -4.25    -0.37  8.5984  1.169
131.65140096 -29.72811565    -6.49     1.99  7.3450  2.087
131.65394994 -33.24535988   -65.60    44.62  7.9854  0.415
131.65863719 -35.58851416   -10.89   -14.92  9.0454  0.250
131.67658380 -48.76647893   -11.75     1.18  8.3851 -0.073
131.67732988 -56.76979712    -9.29     8.85  4.4402 -0.169
131.67908121 -63.19153732   -39.93   -35.15  7.3106  0.988
131.68240277 -39.90790723    -8.51     4.20  7.0371 -0.081
131.70055472 -54.19811545   -12.97     4.19  8.2800  0.020
131.70520747 -34.62295876   -12.79     5.25  6.2960 -0.127
131.70662035 -39.49609792    -8.66     3.36  7.6735  0.126
131.71476260 -34.06711976   -22.43    -1.38  7.6371  0.040
131.72805584 -32.23516612   -13.82    -7.42  9.1927  1.599
131.75064022 -34.31643862     0.08    -1.13  9.7531  0.000
131.75113686 -61.19870495    48.14   -11.55  9.6193  1.177
131.75665981 -44.07469653    -7.96     6.92  7.6162  0.322
131.75927266 -45.30759628    -7.22    -2.33  9.6546  0.110
131.77239644 -45.07476567   -12.77     6.31  6.5613 -0.120
131.79035507 -57.37551845   -27.00    24.69  9.8314  0.538
131.79296488 -63.81263232   -24.11    13.99  7.6284  0.100
131.80450971 -30.47504448    -7.25    -5.00  8.5946  0.979
131.80698739 -64.94337705    -5.35   -32.54  8.3128  0.481
131.81230248 -51.92130797   -13.51   -25.59  7.9321  0.625
131.81995466 -41.19776236   -19.78    19.76  7.9566  0.165
131.82853510 -46.15542780    -4.50     3.99  5.8510  0.554
131.83337411 -27.76628405    -6.46     1.17  8.6058  0.034
131.84009322 -27.05159633    -3.11     0.10  8.6664  1.008
131.84161511 -39.79979736   -19.77    17.83  7.4799  0.045
131.84947131 -34.60038735   -18.28    22.31  6.8003  1.429
131.85297370 -28.80639719    -7.13     6.53  9.5167  0.241
131.85475546 -36.75076806    -4.56    11.25  7.5177  0.302
131.88592058 -58.48473593    -7.05     4.83  8.6173 -0.055
131.89820566 -31.39805596    -6.94   -17.15  9.9764  0.960
131.90913682 -24.39367842    -5.62    -9.68  8.1302  0.040
131.91082988 -33.31715111    -7.27     8.60  8.5691  1.699
131.91817331 -38.99197962    -9.39     4.60  6.9334 -0.161
131.91835583 -41.73623883   -20.00  -227.93  6.4748  0.578
131.93301998 -38.94149684   -10.13     4.39  6.9517 -0.100
131.94976144 -42.27286949   -12.84     6.01  7.0936 -0.120
131.96468906 -33.39837305    24.21    -2.97  6.9782  1.158
131.97471319 -43.35424873   -35.06    31.33  7.3921  0.850
131.99176176 -35.72748691   104.84   -24.38  8.6471  0.673
131.99274085 -53.91266707   -38.97     9.71  8.8690  0.430
131.99812543 -31.24273658   -94.88   -38.02  8.8907  0.590
132.00101409 -52.85020785   -25.13    23.31  6.2613 -0.097
132.00348477 -49.57468426   -31.17   -65.70  6.8100  0.424
132.01310499 -71.31607589   -16.01    39.91  7.9253  0.283
132.01889893 -56.69155354   -46.64    54.39  8.3748  1.267
132.03353605 -37.23479197     1.96     3.22  9.3253  0.980
132.03661100 -42.46346363   -12.44     6.35  6.3649 -0.178
132.06097232 -28.63877925   -10.60    -8.05  6.3119  1.364
132.07197977 -70.41700880   -18.75    15.49  8.2465  1.389
132.07332698 -49.54396742   -35.98    50.89  8.5119  1.072
132.07909436 -68.66541527   -19.95    21.57  8.2406  0.975
132.08413148 -63.42983714    -5.42     4.72  8.2260  1.090
132.08691566 -46.91054764    -4.78     4.10  9.0930  0.211
132.09515942 -65.43048183     8.68     5.73  7.2675  1.151
132.10920861 -59.57380842     0.22     1.98  9.1667  0.696
132.11275351 -58.22695753   -17.96     6.95  7.4437  1.477
132.11873724 -55.44918546    -8.79    10.64  7.6964 -0.050
132.12848401 -42.40067238   -12.86     6.07  7.3586 -0.112
132.14683645 -30.78357787     1.00     0.61  9.1650  1.390
132.15371168 -49.22865665   -31.88     0.67  7.8428  1.090
132.15635623 -59.56307772   -19.58    -8.87  9.3709  0.391
132.15708156 -25.65426171    -7.52    -0.47  8.3572  0.283
132.16339552 -59.95276278   -11.51     5.63  8.1944  1.183
132.16891058 -60.63811144   -10.56     8.50  8.7906  0.186
132.17814181 -25.44503591    -5.69    10.19  8.3453  1.559
132.17899189 -39.23399053   -32.24    48.42  7.2175  0.275
132.18066327 -38.00392677    -6.47    -0.34  8.2994 -0.041
132.18665418 -47.76337895    -4.19     2.38  7.9232  0.383
132.18687128 -49.70845527    -2.62    -5.57  8.6192  0.136
132.20644185 -32.47068078    -6.33  -112.99  9.4381  0.682
132.22730502 -38.97014033    12.92    18.79  7.2034  1.007
132.24704956 -75.05881589     0.23   -10.42  8.4062  0.077
132.25787243 -53.10316543   -11.21    -1.33  8.1934 -0.019
132.25924074 -39.41473564    -9.66     6.79  7.4114 -0.065
132.26404729 -43.76122953   -11.95     7.95  7.2830 -0.134
132.26517423 -57.23370172    -5.00     5.91  8.6145  1.132
132.26564385 -30.21967205     5.32   -52.88  8.5152  0.649
132.27408751 -39.95470157  -119.81   129.59  7.9684  0.651
132.28377358 -57.58765352    -3.04    -0.01  8.8463  0.862
132.29069087 -35.39252264   -35.27    33.62  8.9409  1.144
132.29195511 -34.30380879    -3.09   -37.96  9.0455  0.627
132.29240240 -51.34325616    -3.95     6.98  9.2666  0.050
132.31010791 -57.67482724   -23.38    21.42  7.9310  0.957
132.31415298 -64.79779989   -30.60    14.65  8.2661  0.457
132.32414826 -26.42441145     0.21    -7.94  8.2794  0.098
132.33861478 -43.37068187    -8.28     4.58  7.4535 -0.093
132.34113761 -50.30746540     3.80    -5.48  8.2565  1.040
132.34504107 -32.38388311   -63.71  -385.08 10.0572  1.091
132.35241385 -40.93634167     5.07     6.51  8.6460  1.530
132.35419564 -32.53066787  -258.38  -187.09 10.9045  1.304
132.35707538 -60.62045886    -8.43     5.58  8.6836  0.047
132.36362293 -30.93378690   -99.09   -37.15  7.9658  0.452
