#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-22T10:03:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36145 
#INFO MaxTuples=50000 
#INFO queryParameters=8 
#-oc.form=D.
#-source=I/311/hip2
#-c=207.91670996081834 -59.84812460577989,rd=60.0,eq=J2000
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=207.916710-59.848125,rd=60. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
    B-V (mag)     (F6.3)  Colour index [ucd=phot.color;em.opt.B;em.opt.V]
------------ -------- -------- ------- ------
-13.13480874   -61.69  -285.44  8.8118  0.963
-58.42924852  -111.20  -116.52  9.1179  0.799
-77.23880804   -15.14    -7.98  7.4683  1.117
-10.10204053    35.93  -111.35  6.7978  0.507
-28.97147157     9.64   -45.25  8.6448  0.670
-67.32223162    -3.37    -2.95  9.0303 -0.078
-53.14468214    -6.79    11.60  8.4282  1.280
-31.91969805   -14.00   -19.65  9.2284  0.417
-62.98185120    -1.04   -11.07  6.8650 -0.062
-39.10503468    -9.41   -23.20  7.0715  0.190
-39.09279950    -6.17   -21.97  6.6258 -0.071
-20.75817680    -9.28   -24.61  8.5368  0.605
-44.28995592    28.55     2.24  9.3619  0.499
-20.80743252    -2.28     0.96 11.3567  1.140
-48.57833228    15.88   -30.66  9.1699  0.642
-16.09328499   -22.29    -1.33  9.6066  0.616
-53.79514114   -26.26   -39.96  8.8924  0.363
-25.37677858   -13.28   -22.78  8.8756  0.520
-23.68535296   -10.65   -25.64  5.8739  0.020
-15.46576106    23.54    -9.93 10.3044  0.725
-66.35248825   -21.18   -18.23  9.8444  0.542
-08.58863604    -8.81   -11.94  9.5690  0.478
-61.80057148     2.11    -4.26  7.3985  1.640
-36.93829394    15.95   -23.99  9.4725  0.972
-08.21879855     8.00   -10.94  7.7253  1.183
-09.64778611   -33.30    -7.42  7.3303  0.349
-18.99550895    -7.13   -22.72  7.8326  0.249
-30.25870617    47.95     2.38  8.3383  0.593
-45.49749493   -27.02    22.31  8.9618  0.524
-56.05793701     1.76    -3.70  6.6618  1.389
-10.94358403    -1.50   -18.34  8.8520  0.523
-44.73324018     9.83    12.95  9.4237  1.040
-32.09958913    -8.84  -307.46  7.5637  0.505
-26.31435412     1.86     4.21  9.9775  1.105
-29.30430331   -11.96   -15.94  9.2226  0.430
-71.06865101  -200.04  -393.36  7.3485  0.714
-56.90206993    -4.11    -6.34  7.9862  1.350
-69.58985740    -9.74   -14.67  8.2253  0.979
-21.94101577    -9.42     2.77  9.4645  0.565
-50.70133549   -44.10   -37.44  9.2228  1.416
-35.49844053   -64.09   -96.10  8.7935  0.648
-39.64639353   -35.15    -3.45  9.2045  0.582
-57.93417302   -13.35   -59.33  5.5752 -0.024
-58.50424785   -10.00     4.44  9.1494  1.249
-19.45715535    -9.03   -21.55  8.1144  0.241
-35.73654524   -10.59    -8.37  9.0851  1.713
-12.37599080    -0.78    -0.99  7.5765  0.117
-17.18781324   -32.29   -90.80  8.0091  0.640
-49.94731683    -0.97    -2.59  9.8808  0.570
-32.64893883   -19.85   -31.00  6.3305  0.790
-06.72773495     3.36     4.16  8.5853  1.274
-43.65407292    -8.45    12.22  8.3602  1.487
-52.11524483    -6.63   -21.58  7.6630  0.162
-38.08037244  -101.32  -238.16 11.0613  0.780
-27.89450794   -32.79   -57.96  8.0257  1.483
-06.54975896   -11.30     6.69  9.9573  0.558
-33.48914682   -11.83    -6.11  8.8631  1.630
-56.44596178  -135.23   333.37  7.2499  0.856
-26.43995412   -12.22    -8.21  8.2329  0.173
-49.61407015    -8.73    11.44  8.5564  1.898
-11.13227728   -19.14   -34.14  8.4659  0.627
-41.15769579    -6.65    -8.60  8.6681  0.216
-31.60403723    23.67    -9.25  8.8461  0.504
-33.54569553   -25.47   -45.03  5.4800 -0.075
-12.88571006    25.97     6.66  7.6214  1.128
-31.24062793    -1.94    -4.88  9.1494  1.160
-46.92587182    37.82   -77.87  9.6004  0.599
-18.34045209   -67.10   -69.80  6.5253  0.447
-48.57442533    -0.59    -1.42  8.5684  1.039
-62.96700690   -12.04   -60.22  6.5670  0.231
-63.47643074   -22.34   -23.03  8.7148  0.971
-08.25159517   -60.28     0.51  8.8538  0.527
-66.15839706    -7.70    19.02  8.5361  0.380
-63.48079119   -27.34   -23.80 10.4271  0.000
-35.64237546    25.48   -76.00  7.2931  0.596
-79.03510755     4.88   -13.52  8.2194  1.394
-42.80375706     1.19    -4.06  9.2962  0.203
-57.75973321     2.41    -8.81  7.9493  1.590
-73.02558362     7.74     3.87  8.0457  0.864
-65.52766359    -6.26    -6.90  8.9055  0.976
-11.62215385    29.41    -4.43  9.8021  0.473
-24.58233699   -19.06   -34.22  6.6604  0.024
-40.12880746    -4.09   -10.52  7.1222  0.145
-46.52397723   -32.37   -20.85  8.9318  0.359
-26.90904631   -14.71   -31.71  6.6192  0.073
-42.81576175    -2.88   -10.64  8.7854  0.123
-47.91407593   -96.01   -87.91  9.1062  0.660
-84.23153600  -336.32   -31.77  7.8402  0.790
-43.65656159    11.82   -11.63  8.5070  1.097
-22.15695155    -1.13   -30.27  7.1080  0.145
-61.72084595     0.59   -21.89  8.0885  0.306
-72.57463156     5.88    -7.81  9.1776  1.447
-29.28333627    -8.13   -13.55  8.0276  1.607
-30.53075665    15.88   -31.22  8.7808  0.531
-23.10642314   -17.73   -30.99  7.8488  0.227
-62.92288937   -11.31    -8.01  7.4554 -0.004
-22.22988553   -10.16   -31.65  9.7671  0.831
-33.43153347   -16.74    -8.38  8.9452  1.084
-32.76183772    -6.00   -18.97  9.4288  0.475
-36.84453707    15.30   -48.18  9.1086  0.567
-51.96875586    -9.45    -4.65  8.1360  0.087
-53.86919526    -7.75    -7.15  7.9048  1.943
-55.05859206    -6.07   -12.78  9.2271  0.659
-08.24429144   -27.44   -36.07  9.7073  0.730
-24.97407695   -25.02     6.24  8.5698  0.433
-13.51289098   -47.91   -59.81 10.1602  0.667
-75.02608977    -0.99    -7.48  9.2069  0.017
-45.37397328    11.79    -3.58  9.8443  0.696
-56.16475099    -6.73   -17.44  9.6946  0.000
-48.79492141    -2.01    -5.65  8.4090  0.778
-20.01180049     0.22   -41.17  9.2430  0.573
-12.06547343    28.30    26.97  9.6202  0.607
-25.52262235   -11.44   -25.71  9.0729  0.463
-40.43673955    -2.60    -7.68  9.3976  0.240
-20.39896897   -12.51    -5.58  8.9843  1.500
-14.38389477    51.54   -50.03  8.5084  0.767
-57.60767231   -10.66    -9.65  7.5982  0.067
-36.52186478    -5.55    -2.13  9.3170  1.000
-21.29149328     8.12   -17.85 10.4511  0.710
-25.11779803    -3.42    15.22  8.2521  1.523
-29.41600604   -87.24   -87.14  5.2578  1.131
-13.99210617   -24.61   -21.75  7.9690  1.158
-40.12785115   -70.57   -99.83  7.9975  0.475
-07.44678483    -3.56   -19.59  9.9715  0.562
-60.46583624  -219.87    -3.36 10.4163  0.970
-37.46107950   -24.27   -24.35  9.0618  0.501
-59.56227170    12.08     4.70  8.2412  0.460
-41.11949806   -82.30  -124.23  5.9362  0.273
-64.16369985   -24.91   -53.23  8.1409  0.505
-45.33328368   -99.80   -58.91  6.7573  0.482
-46.87248260     0.22   -12.18  9.0250  1.613
-11.76807622    -2.93    -0.52  9.4712  0.235
-51.39339979   -18.87   -12.81  9.9945  0.999
-51.38935463   -10.27    -8.89 10.9942  0.000
-70.19425881    -1.43    -9.86  9.6425  1.008
-21.58711494     3.52     3.15 10.2243  0.830
-50.36527590   -20.09   -79.99 10.4331  1.136
-11.26329953   -12.70    -7.92  8.9441  0.456
-18.00050552   -47.93   -43.73  9.4480  0.687
-27.15079818   -23.18   -21.95  6.9921  0.121
-52.34986359    12.17     5.78 10.0225  1.057
-27.07820770    20.23    13.61  8.2500  0.623
-32.25999636   -24.40   -69.69  8.4843  1.015
-55.53665679    -9.74    -6.51 11.2950  0.000
-52.91452149  -237.23  -358.81 10.5996  1.158
-27.55263820   -17.43   -35.18  7.9111  0.364
-25.88342904  -128.94   -58.98  7.8998  1.024
-22.54497334    -9.21   -25.66  8.3073  0.337
-21.10494503    -7.38   -22.49  9.0892  0.489
-10.62227694   -19.14   -17.50  9.0225  0.552
-54.35289586   -10.53   -16.37  6.5377  0.020
-19.46064685    -7.65   -23.71  4.0076  0.076
-10.06418349   -21.98   -23.74  4.9706  0.087
-18.23254306    40.02   -33.43  7.5418  0.616
-75.06170653    -8.66   -15.42  8.2430  0.031
-55.83303335    -1.93     0.02  8.4607  1.326
-23.24569018   -14.32   -23.23  9.4249  0.526
-08.54757962    45.06     0.50  5.4731  0.118
-23.92147897    -9.38   -19.46  8.5139  0.292
-16.67707480   -25.88    -2.23  9.9553  0.770
-26.47938434     7.35   -30.75  9.4687  0.709
-28.41720580   -23.68   -42.44  5.6746  0.012
-42.37498334   -23.14   -27.42  8.2267  0.400
-69.61959492    -2.33    -7.67  8.1496 -0.057
-29.00080577    22.45     8.20  8.6857  0.437
-27.92631563   -10.38   -23.94  4.5279 -0.172
-14.81551633   -21.05   -58.13 10.1467  0.721
-65.36502068   -43.88   -68.76  8.3346  0.957
-13.73855751   -31.23   -21.79  8.9209  1.552
-19.57898816    -9.46   -23.73  7.6900  0.149
-61.92894098   -28.45   -36.02  7.0380  0.023
-75.29279146   -27.97   -20.75  7.9585  0.256
-10.48222976    -9.68     1.11  8.6124  1.626
-38.10649807  -155.46   -51.22  9.8924  1.210
-67.90589836    -2.21   -25.82  8.9076  0.954
-52.90446661     9.02    -9.23  9.2443  1.271
-69.13338501    -9.23   -11.92  8.8714  0.276
-39.74209447   -23.40   -16.01  7.8292  0.410
-30.15196392     3.74   -13.86  8.3003  0.483
-18.87499093    28.31  -208.36 11.3943  1.486
-13.31546472   -84.42   -74.41 11.1819  0.800
-71.57503882    -0.13   -13.68  8.1158 -0.073
-28.32168914     1.66    -0.39  8.9159  0.070
-19.50281430    -6.28   -23.64  7.6329  0.145
-54.31859059     0.55     1.26  9.8303  0.190
-26.36549226   -11.09    -8.64  9.5690  0.622
-06.84038468    14.44   -28.80 10.4718  0.581
-16.01733925     6.12   -19.22  9.2702  1.274
-28.13204133    -5.68    15.48  8.0872  0.472
-30.79996795   -22.99   -39.02  9.7847  0.487
-12.35214370   -21.65     3.95  9.7740  0.582
-47.10913229    59.66    46.92 11.1363  1.321
-34.65566121    -6.86    -4.58 10.4251  0.093
-33.84715207   -17.45   -15.53  9.6798  0.683
-08.60107496    -9.57   -30.35  9.5876  0.700
-42.78499349    59.66    86.82  9.0806  0.517
-23.32930384   -10.54   -23.81  9.4229  0.710
-36.10625035   -20.13     0.63  8.7668  0.675
-54.19364449    -0.50    -2.41  9.0527  0.180
-64.54802109    -5.26   -15.57  8.5677  1.203
-48.75558073   -10.12   -12.18  8.0891  0.165
-29.64723583    -7.13    -9.29  8.9523  0.151
-50.75258046   -13.23   -12.72  9.3792  1.115
-15.11691730     6.22   -20.64  7.4248  1.688
-22.48511567    -7.98   -27.02  8.9320  0.456
-49.88464281   -22.96   -23.94  6.8803  0.150
-45.81134389   -23.04   -21.71  8.6249  0.421
-34.30687862    -9.29    -3.53  7.4338  1.795
-36.01217138   -93.92   -62.81 10.6131  1.155
-15.20032746   -12.87    -7.14 10.5440  1.153
-44.07363188    28.06    -3.91  7.5960  0.326
-53.67116384    -4.00    -4.08  6.0404  1.965
-51.57632849    -0.98    -3.72  9.3062  1.659
-39.31187922    33.38    26.51 10.1706  0.805
-32.13005782   -40.42   -82.65  7.9746  0.415
-55.54084556   -99.75   -42.28  5.8685  0.365
-56.41450240   -58.52   -16.57  8.0228  0.559
-15.77346320   -38.93     1.35  9.3098  0.591
-64.28583191   -27.08   -27.50  8.4387  1.187
-64.98563151   -14.92   -11.02  7.4501 -0.052
-33.58852963    11.31    18.01  9.3818  0.515
-54.63041290    -5.14   -22.86  5.1145  1.016
-51.61745613     0.08     1.00  8.8284  1.144
-45.81761355   -20.06   -28.84  9.0077  0.458
-13.03503643    19.73    -9.63  8.1302  0.233
-29.05682415   -70.33   -29.67  7.6666  0.598
-53.91309105    -1.04    -2.48  9.7611  1.389
-21.39998035  -120.97     8.60  6.8116  0.617
-59.15138863   -25.94   -23.10  8.7930  1.114
-09.20290894   -15.94   -15.12  7.6703  1.741
-06.22934004   -10.07   -12.76  9.4516  0.273
-08.11799024   -43.50    -7.50  7.0074  1.071
-24.42204586    -8.89   -20.23  6.4135  0.043
-07.64024144  -164.05   -35.86 10.8798  0.581
-07.64565888    -8.94    -8.37  9.3331  0.259
-24.25548798    -1.54    -7.41  8.4329  0.330
-66.06280928    -6.73   -10.31  9.1828 -0.004
-57.56708111  -853.82 -1410.71  7.6596  0.815
-11.83772219    -4.82   -10.20  5.3868  1.394
-30.21209349    -3.52   -37.53  7.7233  0.576
-06.90849138    58.96   -49.27  8.3658  0.593
-26.29021860    30.36   -57.26  9.0357  0.658
-67.07524589    12.89    15.54  8.0020  1.072
-63.05780656     1.39    -7.53  8.1341  0.098
-28.25259974   -16.71   -17.30  8.0012  0.254
-68.54352582    -6.28   -10.16  9.0222  1.011
-58.86961732   -28.98   -31.31  8.8233  1.146
-72.32727321   -11.56   -43.09  8.4902  0.478
-23.77405744    26.99    -8.47  8.0586  1.146
-08.78950685   -22.82     6.90  9.5204  0.676
-55.74629526    10.07   -41.67  8.4012  0.499
-16.40104378   -51.09     3.05  8.8218  0.551
-11.73756345     4.35    -4.87  9.2605  0.594
-58.03909702    13.91    22.37  7.1953  1.290
-18.19717225   -17.36    -3.58  8.9348  1.271
-60.14110397   -70.35   -96.19  8.2713  0.513
-45.87478318   -16.95   -23.00  8.1992  2.257
-48.93275220     8.36    -8.35  6.9107  1.290
-66.14080226    -4.05    -8.37  8.4600 -0.005
-64.11699734   -14.88   -17.24  8.1351 -0.028
-59.55818363    -3.91    -7.00  8.2523  0.069
-50.78380547    18.74  -439.58  8.7839  0.661
-66.67944364    -5.24    -8.10  9.4920  0.316
-31.66303703   -80.18  -252.44  6.6842  0.646
-17.41755011    15.61    15.83  9.4556  0.696
-18.83650012    72.53  -121.17  8.8058  0.680
-14.16072986   -19.66    -4.59  9.1843  1.309
-16.54074454    -0.04   -10.73  8.5186  1.534
-10.41445366    69.47   -16.82  7.3789  0.495
-33.01104245    -7.54   -20.14  6.0772  1.021
-62.77037988    -1.36    -1.90  7.7142  0.008
-21.10756310   -15.07   -29.52  6.4232  0.002
-48.32437375    -3.25    -0.89  9.1808  1.169
-31.93999160   -37.01   -20.42  9.3829  0.534
-18.53534323   -93.41  -125.26  6.4820  1.085
-20.23410118   -17.28   -28.79  9.2961  0.755
-38.64535048   -12.76   -28.95  9.3491  0.517
-68.11989965    32.04   -56.82  9.8475  0.648
-33.25838113   -34.71     6.85 10.0479  0.687
-22.38025114   -16.02   -23.42  7.4129  0.075
-25.47692223    -9.41   -21.73  6.0756  0.027
-76.50900912    -6.28    -6.33 12.1947  0.000
-53.33842283    -5.02    -3.33 10.5265  1.131
-45.99153436   -38.47   -19.42  7.6833  0.356
-32.44564875     0.77    -2.40  8.2316  1.922
-39.62773511   -18.16   -31.36  7.1749  0.019
-14.63891617    -2.75   -32.64  8.2215  0.344
-42.03306498    -4.12    -7.65 10.5708  0.609
-56.37399562  -210.71  -224.28  7.9261  0.603
-61.26773217     0.25    -5.84  8.7719  0.791
-40.57738155    -8.95   -49.78  9.5666  0.462
-60.09966162   -14.66   -31.98  9.0417  1.025
-54.15891421    -2.19    -6.90  9.3479  1.705
-23.75967560    -8.27   -23.27  9.6386  0.568
-22.11938557    -9.57   -21.07 10.3374  0.742
-07.36156258   -41.98   -26.96  8.0354  0.529
-49.87444236    -2.23    -9.10  8.1922  1.580
-12.74942403   -13.14   -12.23  9.1012  1.256
-47.37190972   -34.39   -44.88  5.0990 -0.114
-27.20993223   -62.56  -135.42  7.6581  0.614
-51.01685423    -1.83    -2.29  8.6451  1.404
-42.89940992   -29.18    -6.00  6.3062  1.114
-11.04688578  -130.30   -23.05  7.8180  0.616
-63.68564893     2.73   -12.92  4.0248  1.105
-48.90274880   -79.89   -43.74  9.4666  0.727
-12.68003894     3.18     0.72  7.5319  0.155
-56.68778239     5.68   -12.75  8.0428  0.725
-08.36823642   230.77  -495.53  5.6265  0.652
-41.64958683   -20.46   -28.03  8.9381  0.410
-52.37027421    -1.84    -0.71  8.8972  0.376
-22.80781684    -4.33    -0.61  9.3549  0.210
-15.44656375     3.63   -18.24  9.6469  0.609
-81.92165163    -4.80   -11.32  9.2109  0.081
-84.12459777   191.64    26.56  8.8692  0.620
-25.12126754   -33.36  -110.03  7.8877  0.767
-15.59394509   -11.96     4.07  8.0295  0.740
-29.01073324    -2.04    -5.18  8.9993  0.969
-57.91222847   -11.93   -49.66  5.6687  0.137
-20.07638437   -19.18   -33.09  8.1792  0.345
-14.84911877     6.92     1.21  6.1274  0.098
-47.57407421     0.18    -2.39  8.5072  0.359
-15.88764220    -9.28   -51.02  7.9489  1.476
-61.88282411    -3.94    -6.43 10.1533  0.260
-30.62175671   -17.34   -14.97  7.8243  0.418
-66.22805243    -1.51    -7.35  9.5395  0.018
-49.07475688   -19.85   -30.60  8.5080  0.358
-14.87771232   -33.07   -50.64  9.8071  0.573
-52.81452672  -115.92    -8.77  8.4868  0.653
-43.12550575     9.46   -11.67  7.0844  1.198
-29.24234563   -18.60    -0.43  9.2734  0.826
-45.38915383   -14.01   -43.56  8.2262  0.350
-23.16290348   -14.56   -88.62  8.5607  1.270
-30.70072773     9.99    -3.51  9.7808  0.690
-18.59862344    20.83   -47.21  8.4232  0.650
-28.16398650   -10.58   -14.06  9.2547  0.472
-25.06291855   -14.30   -28.14  8.4862  0.290
-65.08520941   -62.70   -84.77  9.1378  0.756
-53.31280115    -1.30   -14.14 10.1590  0.490
-32.57800059   -20.84   -23.99  9.4514  0.585
-24.98868674   -10.44   -23.24  7.9839  0.197
-24.28194434   -13.30    -1.72  6.7512  0.147
-36.74815159    65.21    -4.19  9.3202  0.673
-38.73669269   -17.12   -30.21  9.2735  0.492
-21.23711736     5.65    -7.32 12.2384  0.000
-46.97165390    15.33     8.97 10.2159  0.843
-63.59953333   -19.81   -54.19  8.9007  0.446
-78.13333680    -1.45    -6.42  9.1709 -0.049
-10.18953871   -29.69   -48.32  8.2793  0.700
-18.61250144  -127.26   -36.63  9.5458  0.700
-64.16440880     0.55   -20.30  8.2020  0.953
-53.81110769     7.49    -0.53  5.4919  1.696
-36.32252584   -60.91   -85.29  9.2750  0.884
-12.54369849    -1.50    -6.98  9.5645  0.554
-08.42978588     6.90    -2.72  8.6634  1.748
-11.84114462     2.15     5.92 10.2802  0.788
-74.14896045     2.91   -39.89  9.3040  0.602
-25.86291856   -10.77   -23.56  8.4464  0.309
-29.74369884    -2.02    -5.52  7.6769  0.177
-49.85667307   -19.67   -32.20  7.7746  0.760
-60.88845944    -9.72   -19.09  8.5874  1.353
-23.11041982    -6.74   -24.11  8.7794  0.457
-71.90643718     0.99   -50.30  8.0965  0.234
-43.03302693    -9.98   -34.63  9.4137  1.442
-21.30406951   -14.09   -26.62  6.6207  0.010
-80.80021303   -14.68   -15.34  7.3186  1.038
-53.69595897   -58.50  -111.76  6.5432  0.793
-20.10407046    -5.50    -7.00  6.5607  1.270
-45.37140758    -4.73     4.03  9.8430  0.754
-50.06811212    -1.69    -3.39  5.1062  0.788
-09.35647610   -11.15    -3.33  9.4259  0.538
-33.58705007   -28.96   -37.89  9.5207  0.565
-56.68482583    -7.51   -16.04  7.8147  0.078
-67.63527603    -7.80    -9.41  7.8914  0.054
-67.94107953   -45.99   -84.00  6.0024  0.159
-70.99135341     1.43     3.48  7.1181  0.081
-68.81430019     0.29    -8.73  9.1084 -0.030
-24.22321921    -9.57    -9.89  9.0263  0.320
-59.02127909  -152.46  -153.41  9.9458  0.824
-53.08626417   -61.29   -48.48  6.3777  0.273
-15.32796531    26.29   -12.50  7.6295  0.367
-26.34262300    24.18   -54.01 10.0797  0.710
-57.30569909    -3.12   -14.47  8.4902  1.510
-67.41368089    11.69    27.97  9.3117  0.997
-34.81944468    32.40    82.24  8.1454  0.528
-06.68789702   -13.06    -5.04  9.8478  0.519
-71.67279195    -4.61   -11.11  7.9255 -0.081
-45.44777559   -13.23    -0.79  9.0813  0.866
-29.79867092   -36.32   -98.99  8.6038  0.488
-37.75373512   -46.45   -69.17  7.7530  0.451
-70.76576975    -3.64    -4.81  9.5708  0.026
-21.90036040   -21.06   -13.19  8.5995  1.219
-50.96804983    -7.49   -21.02  9.6932  0.442
-54.89463051    -7.69   -26.13  9.1014  0.377
-13.37241530   -41.90   -33.95  7.4085  1.111
-40.05741926    12.08    -0.01 12.9980  1.046
-61.95251543     1.60     5.79  8.8158  1.170
-55.21141249   -12.54   -31.38  7.7888  1.582
-73.88236107   -13.07   -20.43 12.5885  0.000
-07.68153971    10.33     2.23  8.9362  1.183
-13.44464750   -27.25   -41.43  7.4474  0.351
-34.62479895    14.98   -12.01  9.0620  1.282
-49.76006647    -0.73   -27.26  8.6871  1.095
-43.87462358     9.64   -52.70  9.3731  0.615
-31.65171138    -9.20   -16.59  8.3025  0.123
-54.64322002   -12.00   -21.36  8.7852  0.187
-40.98498810   -10.62   -17.08  9.5947  0.494
-52.73727485   -15.07   -22.54  8.5627  0.194
-39.74764798    14.73   -72.95  9.8429  0.520
-31.61222667    36.50    -5.51  9.7310  0.600
-34.91471920   -36.20    -3.61  7.2047  1.702
-28.04164684   -10.51   -25.76  7.0735 -0.016
-46.44978052    -9.00    -7.13  7.2090  1.790
-28.61377604   -31.19  -100.92  4.8029  0.008
-32.95995313   -14.16   -14.28  8.3699  0.405
-36.56598245    34.53    28.04  7.8744  0.544
-41.97995711    -7.35   -15.57 10.4759  1.011
-73.04336182    -6.98   -18.19  6.5841  0.012
-42.74213242    21.59  -110.11  9.1726  0.836
-51.65242967     0.12    12.16 10.3899  0.563
-57.82582266    -0.29    -1.02  9.3042 -0.050
-58.39270228   -59.41   -85.71  7.3768  1.243
-56.67294865   -28.72   -29.50  8.8274  1.248
-17.38758472    25.20   -40.08  7.4582  0.415
-34.00940807   -20.52    -5.06  9.2503  0.579
-23.27423885   -10.74   -26.95  7.5586  0.135
-11.92061366   -14.13     1.57  9.4333  0.544
-51.55184220    15.11    -1.44  9.0165  1.043
-79.54210811     0.04    -3.49  9.2524  1.238
-57.69612179    -0.43    -2.11  8.3334  0.017
-38.65319842   -25.21   -34.60  9.1763  0.601
-35.40840393   -19.16   -33.18  8.8127  0.461
-21.59278645   -10.91   -25.94  9.1227  0.569
-51.20561119    -5.79   -24.96  8.7774  0.520
-42.70825782   -22.50   -35.46 10.2523  0.625
-11.28948953    -8.83     1.75  9.1678  1.159
-65.59870862    -4.13   -38.46  9.0469  1.341
-67.11200209   -15.46   -25.10  8.4910  1.120
-10.78606125   -11.24   -12.25  9.6817  0.440
-22.76071217    -2.25    -4.29  9.6433  1.015
-57.89978688     0.07     0.04  6.7270  0.931
-77.14470276   -16.04    -9.22  8.5852  0.096
-09.07083849    19.91   -45.22  8.3830  0.860
-55.27149307     8.29   -13.38  8.7499  1.021
-50.39184514    -3.08    -8.05  8.5235  0.039
-14.87282248   -19.98    -0.65  6.1027  1.475
-49.40634683     8.97    -4.05  7.3011  0.027
-07.31936182    14.82    -4.28  7.8958  0.273
-50.15293627    -2.20    -7.73  8.2653  0.059
-41.30988462    67.53  -112.51 10.3053  0.700
-20.21803457    18.03   -15.65  6.4513  1.066
-28.29326377    53.86  -254.97  7.8044  0.616
-06.87609129   -11.37   -88.25  7.0454  1.090
-54.28425705    -2.54    -7.64  8.2211  1.699
-48.02487348    -3.37    -9.01  9.2487  1.242
-30.62545462    -6.56   -10.65  8.9710  0.494
-55.50477924     5.45    17.78  9.4142  1.062
-64.57149526   -14.12   -10.81  8.0504  0.100
-58.09134774     6.03     9.71  7.6965  1.841
-35.49081368   -35.47   -33.49  6.7166  0.375
-42.67394028     7.59   -13.30  5.4732  0.099
-52.42499754    -1.54    -6.48  9.0405  0.048
-54.51335615   143.96   -97.90  7.2236  0.642
